mouse_gene,crispr_tier,CRISPR_CAUSAL,crispr_in_secondary_library,crispr_lfc_primary_D4,crispr_lfc_primary_D15,crispr_lfc_secondary_D4,crispr_lfc_secondary_D15,crispr_max_abs_lfc,crispr_guide_consistency_D15,crispr_guide_FDR_D15,crispr_d4_concordant,crispr_cross_library_agree,crispr_effect_class,crispr_direction,human_gene,ortholog_one2one,ortholog_type,fg_young_tibia_lfc,fg_tibia_vs_phalanx_lfc,fg_young_tibia_FDR,fg_tibia_vs_phalanx_FDR,fg_PZ_vs_HZ_lfc,fg_zone_bias,fg_rat_concordant,FAST_GROWTH,fg_score,mouse_zone_top,mouse_zone_specificity,human_zone_top,human_zone_specificity,human_zonal_detected,human_mouse_zone_concordant,height_n_loci,height_n_studies,height_neglog10p,HEIGHT_GWAS,cd200_D4_log2FC,cd200_D4_FDR,cd200_D15_log2FC,cd200_D15_FDR,maturation_slope,maturation_slope_FDR,sc_GSE125464_top_state,sc_GSE125464_max_expr,sc_GSE201605_top_state,sc_GSE201605_max_expr,sc_GSE231795_top_state,sc_GSE231795_max_expr,sc_GSE244881_top_state,sc_GSE244881_max_expr,sc_GSE271634_top_state,sc_GSE271634_max_expr,sc_GSE288529_top_state,sc_GSE288529_max_expr,sc_GSE76157_top_state,sc_GSE76157_max_expr,sc_consensus_state,sc_n_datasets_agree,sc_n_datasets_detected,sc_expr_max,pert_Dnmt1cKO_log2FC,pert_Dnmt1cKO_FDR,pert_Idh1mut_log2FC,pert_Idh1mut_FDR,pert_Adamts17KO_log2FC,pert_Adamts17KO_FDR,pert_STAT3KD_log2FC,pert_STAT3KD_FDR,pert_n_significant,gp_specificity_score,human_ensembl,sc_crispr,sc_fastgrowth,sc_height,sc_human_zonal,sc_gp_specificity,sc_perturbation,screen_effect,inhibitor_effect_on_maturation,desired_intervention_direction,plate_exhaustion_risk,ensembl,ot_symbol,biotype,target_classes,tractability_buckets,has_smallmolecule_tractability,has_antibody_tractability,ot_is_essential,depmap_n_screens,depmap_mean_gene_effect,depmap_frac_essential,n_safety_liabilities,safety_events,n_mouse_phenotypes,mouse_skeletal_phenotypes,chembl_target_ids,n_compounds_chembl,n_compounds_dgidb,n_approved_compounds,pubmed_total,pubmed_growthplate,obscurity_ratio,n_cancer_hallmarks,hallmark_labels,is_tumour_suppressor,is_oncogene,_annotated,TRACTABLE,tractable_class,sc_tractability,n_compounds,n_direction_matched,has_direction_matched_compound,n_direct_compounds,n_approved,best_pchembl,any_oral,any_black_box,any_withdrawn,strongest_compound,COMPOUND_MAPPED,sc_compound,sc_exposure,pen_essentiality,pen_safety,plate_disorganising_phenotype,pen_development,pen_plate_exhaustion,BLACKLIST,blacklist_reasons,SORT_MARKER_ARTIFACT,EXCLUDED_OBVIOUS,score_positive,score_penalty,total_score,novelty_growthplate_papers
Traf1,,False,False,-0.04622,0.68282,,,0.68282,0.5,0.7455,False,False,KO_promotes_maturation,1.0,TRAF1,True,ortholog_one2one,-2.01708,-1.22952,0.16262,0.48938,-0.836,hypertrophic,True,False,-1.96431,resting,0.79666,hypertrophic,0.55336,True,False,1.0,1.0,30.0,True,,,,,,,proliferative,1.98467,prehypertrophic,1.11062,proliferative,2.15199,prehypertrophic,2.74532,prehypertrophic,1.42756,proliferative,2.48812,prehypertrophic,5.22894,prehypertrophic,4.0,7.0,5.22894,-0.44986,0.84236,-0.71,0.00167,0.63628,1.0,-0.60424,0.76504,1,0.59387,ENSG00000056558,0.02149,0.07,0.13039,0.04481,0.45017,0.5,gene_restrains_maturation,accelerates,activate/agonise (preserve resting pool; inhibition risks plate exhaustion),1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,0.0,,,,,,,,,,,False,0.0,0.0,0.0,0.0,False,0.0,0.8,False,,False,False,0.81328,0.8,0.01328,
Barhl1,,False,False,0.06272,1.18324,,,1.18324,0.75,0.33373,False,False,KO_promotes_maturation,1.0,BARHL1,True,ortholog_one2one,-0.15742,-0.54036,0.51168,0.56377,0.53616,proliferative,False,False,-0.29366,hypertrophic,0.49514,hypertrophic,0.66697,True,True,,,,False,,,,,,,proliferative,0.07298,,,,,,,,,proliferative,0.04176,,,proliferative,2.0,2.0,0.07298,0.48386,,-0.70793,,,,-0.07288,0.92811,0,0.40909,ENSG00000125492,0.03725,0.0,0.0,0.65401,0.26943,0.0,gene_restrains_maturation,accelerates,activate/agonise (preserve resting pool; inhibition risks plate exhaustion),1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,0.0,,,,,,,,,,,False,0.0,0.0,0.0,0.0,False,0.0,0.8,False,,False,False,0.81325,0.8,0.01325,
Fgd2,,False,False,0.49791,0.64554,,,0.64554,0.75,0.63574,True,False,KO_promotes_maturation,1.0,FGD2,True,ortholog_one2one,-2.12482,-0.57647,0.22114,0.47476,-0.66564,hypertrophic,True,False,-1.59254,proliferative,0.31475,proliferative,0.11132,True,True,1.0,1.0,12.39794,True,,,,,,,,,,,resting,0.02614,resting,0.20986,proliferative,0.10152,resting,0.08025,,,resting,3.0,4.0,0.20986,-1.37992,,0.10028,0.99957,,,,,0,-0.47002,ENSG00000146192,0.17032,0.07,0.10838,0.60901,0.28581,0.0,gene_restrains_maturation,accelerates,activate/agonise (preserve resting pool; inhibition risks plate exhaustion),1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,0.0,,,,,,,,,,,False,0.0,0.0,0.0,0.0,False,0.0,1.2,False,,False,False,1.21321,1.2,0.01321,
Gtf2ird1,,False,False,0.09106,0.69979,,,0.69979,1.0,0.45052,False,False,KO_promotes_maturation,1.0,GTF2IRD1,True,ortholog_one2one,1.00108,0.3862,0.00141,0.20228,-0.62191,hypertrophic,True,True,1.0833,proliferative,0.27026,hypertrophic,0.10479,True,False,3.0,2.0,12.69897,True,0.0912,0.57865,-0.18828,0.0755,0.07681,0.24949,proliferative,4.69238,proliferative,5.26447,proliferative,3.91711,hypertrophic,4.04623,proliferative,6.08589,hypertrophic,4.10947,,,proliferative,4.0,6.0,6.08589,-0.35822,0.72381,0.06522,0.99957,-0.80292,1.0,0.44193,0.8753,0,-0.52599,ENSG00000006704,0.02203,0.309,0.20165,0.00848,0.36488,0.0,gene_restrains_maturation,accelerates,activate/agonise (preserve resting pool; inhibition risks plate exhaustion),1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,0.0,,,,,,,,,,,False,0.0,0.0,0.0,0.0,False,0.0,0.8,False,,False,False,0.81307,0.8,0.01307,
Mrrf,,False,False,-0.10569,0.53807,,,0.53807,0.75,0.54362,False,False,KO_promotes_maturation,1.0,MRRF,True,ortholog_one2one,-0.02562,0.33577,0.68381,0.25606,0.85533,proliferative,True,False,0.38411,proliferative,0.29368,proliferative,0.03895,True,True,,,,False,-0.07629,0.5626,-0.06624,0.50331,0.07327,0.28738,prehypertrophic,4.92517,hypertrophic,4.29993,resting,4.43914,prehypertrophic,4.91318,prehypertrophic,4.55163,proliferative,4.6349,proliferative,6.12087,prehypertrophic,3.0,7.0,6.12087,0.22014,0.92294,0.07063,0.99957,-0.18944,1.0,0.16833,0.89439,0,-0.58191,ENSG00000148187,0.01694,0.07467,0.0,0.60315,0.27729,0.0,gene_restrains_maturation,accelerates,activate/agonise (preserve resting pool; inhibition risks plate exhaustion),1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,0.0,,,,,,,,,,,False,0.0,0.0,0.0,0.0,False,0.0,0.8,False,,False,False,0.81289,0.8,0.01289,
Trim66,,False,False,-0.02617,1.02994,,,1.02994,0.75,0.33225,False,False,KO_promotes_maturation,1.0,TRIM66,True,ortholog_one2one,0.56403,1.22298,0.12223,0.34699,2.06284,proliferative,True,False,1.36599,proliferative,0.15441,prehypertrophic,0.11328,True,False,2.0,1.0,32.39794,True,,,,,,,resting,0.52571,proliferative,2.39631,proliferative,1.67233,resting,0.39303,proliferative,1.38067,proliferative,0.69304,,,proliferative,4.0,6.0,2.39631,1.67041,,1.56913,0.02486,0.07608,1.0,0.10784,0.92621,1,-0.64032,ENSG00000166436,0.03242,0.10547,0.18772,0.00917,0.35617,0.5,gene_restrains_maturation,accelerates,activate/agonise (preserve resting pool; inhibition risks plate exhaustion),1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,0.0,,,,,,,,,,,False,0.0,0.0,0.0,0.0,False,0.0,0.8,False,,False,False,0.81276,0.8,0.01276,
Irgq,,False,False,-0.11871,0.90514,,,0.90514,0.75,0.60189,False,False,KO_promotes_maturation,1.0,IRGQ,True,ortholog_one2one,0.14547,0.28886,0.22934,0.26032,-1.16188,hypertrophic,False,False,0.46323,resting,0.00503,resting,0.47759,True,True,,,,False,-0.02747,0.78474,0.11886,0.13035,0.18409,0.00959,prehypertrophic,3.34102,hypertrophic,4.50941,hypertrophic,2.02273,resting,4.12437,resting,2.44264,hypertrophic,3.39578,prehypertrophic,4.31951,hypertrophic,3.0,7.0,4.50941,-1.02056,0.24338,-0.16157,0.99957,0.12549,1.0,-0.28373,0.87985,0,-0.35224,ENSG00000167378,0.02849,0.00878,0.0,0.63868,0.29478,0.0,gene_restrains_maturation,accelerates,activate/agonise (preserve resting pool; inhibition risks plate exhaustion),1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,0.0,,,,,,,,,,,False,0.0,0.0,0.0,0.0,False,0.0,0.8,False,,False,False,0.81253,0.8,0.01253,
Ccdc88a,,False,False,0.19082,0.98297,,,0.98297,0.75,0.34057,False,False,KO_promotes_maturation,1.0,CCDC88A,True,ortholog_one2one,-0.12059,0.56866,0.10976,0.053,-0.96186,hypertrophic,False,False,0.48007,resting,0.20481,hypertrophic,1.23768,True,False,9.0,4.0,109.52288,True,-0.1584,0.20226,-0.25658,0.00457,-0.16634,0.04788,proliferative,7.46853,hypertrophic,8.05898,proliferative,6.81262,hypertrophic,8.06498,proliferative,8.09663,hypertrophic,8.23799,prehypertrophic,8.04364,hypertrophic,3.0,7.0,8.23799,0.08107,0.91113,-0.10342,0.99957,-0.2271,1.0,0.09983,0.91709,0,0.7997,ENSG00000115355,0.03094,0.0079,0.44547,0.10023,0.38251,0.0,gene_restrains_maturation,accelerates,activate/agonise (preserve resting pool; inhibition risks plate exhaustion),1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,0.0,,,,,,,,,,,False,0.0,0.0,0.0,0.0,False,0.0,0.8,False,,False,False,0.81236,0.8,0.01236,
Wfdc3,,False,False,0.23056,1.52628,,,1.52628,1.0,0.12033,True,False,KO_promotes_maturation,1.0,WFDC3,True,ortholog_one2one,,,,,,,,,,hypertrophic,0.16664,resting,0.47783,True,False,2.0,2.0,21.0,True,,,,,,,proliferative,0.9898,proliferative,0.665,proliferative,0.62893,resting,1.26855,prehypertrophic,1.14214,resting,1.37943,,,proliferative,3.0,6.0,1.37943,0.70353,,-0.55298,,1.36615,1.0,-0.22127,0.87985,0,-0.17787,ENSG00000124116,0.19805,0.0,0.17347,0.0387,0.30806,0.0,gene_restrains_maturation,accelerates,activate/agonise (preserve resting pool; inhibition risks plate exhaustion),1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,0.0,,,,,,,,,,,False,0.0,0.0,0.0,0.0,False,0.0,0.8,False,,False,False,0.81227,0.8,0.01227,
Kif1b,,False,False,0.10065,0.28549,,,0.28549,0.5,0.86527,False,False,KO_promotes_maturation,1.0,KIF1B,True,ortholog_one2one,0.09739,-0.08377,0.57036,0.50894,-0.6116,hypertrophic,True,False,0.18012,proliferative,0.23123,perichondrium,0.38938,True,False,12.0,7.0,176.69897,True,0.20361,0.03787,-0.28254,0.00141,-0.01284,0.8811,prehypertrophic,5.06897,hypertrophic,6.29783,hypertrophic,5.33473,resting,6.56426,prehypertrophic,6.79554,resting,6.53442,hypertrophic,7.30855,hypertrophic,3.0,7.0,7.30855,-0.02868,0.97465,-0.0889,0.99957,-1.84302,1.0,-0.01872,0.98638,0,-0.21729,ENSG00000054523,0.00899,0.07319,0.5646,0.03153,0.30506,0.0,gene_restrains_maturation,accelerates,activate/agonise (preserve resting pool; inhibition risks plate exhaustion),1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,0.0,,,,,,,,,,,False,0.0,0.0,0.0,0.0,False,0.0,0.8,False,,False,False,0.81211,0.8,0.01211,
Ranbp6,,False,False,0.07987,0.30974,,,0.30974,0.5,0.77259,False,False,KO_promotes_maturation,1.0,RANBP6,True,ortholog_one2one,-0.67416,-0.47474,0.30431,0.31998,0.36719,shared,True,False,-0.58403,resting,0.05507,resting,0.28116,True,True,,,,False,0.13079,0.23656,0.18899,0.04256,-0.02111,0.73586,proliferative,2.33554,resting,2.61455,resting,1.94709,hypertrophic,3.19849,prehypertrophic,2.86331,hypertrophic,1.97435,hypertrophic,4.58925,hypertrophic,3.0,7.0,4.58925,0.36578,0.82579,-0.08717,0.99957,0.84753,1.0,0.29953,0.87985,0,-0.54043,ENSG00000137040,0.00975,0.07,0.0,0.62277,0.28045,0.0,gene_restrains_maturation,accelerates,activate/agonise (preserve resting pool; inhibition risks plate exhaustion),1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,0.0,,,,,,,,,,,False,0.0,0.0,0.0,0.0,False,0.0,0.8,False,,False,False,0.81207,0.8,0.01207,
Ankfn1,,False,False,0.06064,0.40231,,,0.40231,0.5,0.52864,False,False,KO_promotes_maturation,1.0,ANKFN1,True,ortholog_one2one,1.931,1.52927,0.15359,0.27792,2.48252,proliferative,False,False,2.45859,,,hypertrophic,0.07728,True,False,26.0,9.0,111.04576,True,,,,,,,prehypertrophic,0.37899,proliferative,0.27167,proliferative,0.45701,resting,0.55555,proliferative,2.14616,resting,1.77626,hypertrophic,4.13653,proliferative,3.0,7.0,4.13653,,,0.76001,0.99957,,,-0.02594,0.97566,0,-0.40149,ENSG00000153930,0.01266,0.08449,0.58048,0.00626,0.29103,0.0,gene_restrains_maturation,accelerates,activate/agonise (preserve resting pool; inhibition risks plate exhaustion),1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,0.0,,,,,,,,,,,False,0.0,0.0,0.0,0.0,False,0.0,0.8,False,,False,False,0.81203,0.8,0.01203,
Dock9,,False,False,0.14956,0.47694,,,0.47694,0.5,0.74569,False,False,KO_promotes_maturation,1.0,DOCK9,True,ortholog_one2one,-0.64628,-0.10356,0.0011,0.14119,-1.49515,hypertrophic,False,False,-0.315,resting,0.52325,perichondrium,1.02582,True,False,9.0,8.0,91.0,True,0.1497,0.46328,-0.55362,0.00057,0.1858,0.03981,resting,1.86828,hypertrophic,4.33533,hypertrophic,2.11692,hypertrophic,3.64799,prehypertrophic,4.21905,hypertrophic,5.40894,,,hypertrophic,4.0,6.0,5.40894,-0.52196,0.69421,0.00112,0.99957,-0.09656,1.0,-0.07493,0.96567,0,0.88162,ENSG00000088387,0.01501,0.0,0.42232,0.08308,0.47208,0.0,gene_restrains_maturation,accelerates,activate/agonise (preserve resting pool; inhibition risks plate exhaustion),1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,0.0,,,,,,,,,,,False,0.0,0.0,0.0,0.0,False,0.0,0.8,False,,False,False,0.81201,0.8,0.01201,
Cnnm4,,False,False,-0.12888,1.2672,,,1.2672,1.0,0.2126,False,False,KO_promotes_maturation,1.0,CNNM4,True,ortholog_one2one,0.02765,0.865,0.64474,0.1089,0.31139,shared,False,False,0.77647,hypertrophic,0.21556,proliferative,1.9763,True,False,2.0,3.0,44.52288,True,-0.07345,0.69731,0.98228,2e-05,-0.09226,0.39051,proliferative,5.12235,prehypertrophic,4.40396,proliferative,3.96727,hypertrophic,6.15934,prehypertrophic,4.79687,prehypertrophic,6.34982,prehypertrophic,8.80889,prehypertrophic,4.0,7.0,8.80889,-0.44297,0.2188,-0.19396,0.92083,-0.07117,1.0,-0.033,0.98638,0,1.72158,ENSG00000158158,0.03989,0.01293,0.20288,0.16005,0.53605,0.0,gene_restrains_maturation,accelerates,activate/agonise (preserve resting pool; inhibition risks plate exhaustion),1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,0.0,,,,,,,,,,,False,0.0,0.0,0.0,0.0,False,0.0,0.8,False,,False,False,0.81189,0.8,0.01189,
Urb2,,False,False,-0.26273,1.33655,,,1.33655,1.0,0.31905,False,False,KO_promotes_maturation,1.0,URB2,True,ortholog_one2one,0.61957,0.63543,0.15761,0.21439,0.27278,shared,True,False,1.00469,hypertrophic,0.28553,prehypertrophic,0.2922,True,False,3.0,3.0,20.69897,True,0.19125,0.10096,0.12083,0.04008,-0.17673,0.00801,proliferative,4.13363,proliferative,2.90245,proliferative,2.68194,resting,3.56117,proliferative,3.86395,proliferative,3.62815,proliferative,6.63164,proliferative,6.0,7.0,6.63164,-0.31377,0.91558,0.08363,0.99957,0.03855,1.0,-0.53894,0.80402,0,-0.27857,ENSG00000135763,0.04207,0.09912,0.21165,0.02366,0.55039,0.0,gene_restrains_maturation,accelerates,activate/agonise (preserve resting pool; inhibition risks plate exhaustion),1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,0.0,,,,,,,,,,,False,0.0,0.0,0.0,0.0,False,0.0,0.8,False,,False,False,0.81183,0.8,0.01183,
Siae,,False,False,0.19868,0.80646,,,0.80646,0.75,0.51923,False,False,KO_promotes_maturation,1.0,SIAE,True,ortholog_one2one,-0.24986,0.44468,0.2904,0.45138,0.46431,shared,False,False,0.3125,proliferative,0.00591,proliferative,0.05849,True,True,,,,False,-0.10368,0.59529,0.33143,0.0166,0.38611,0.00054,proliferative,3.24943,resting,3.04546,proliferative,2.83362,hypertrophic,3.32466,prehypertrophic,3.08473,proliferative,3.5104,proliferative,5.92195,proliferative,4.0,7.0,5.92195,0.20454,0.90351,-0.23635,0.79841,-0.31306,1.0,-0.85604,0.64439,0,-0.8678,ENSG00000110013,0.02539,0.00618,0.0,0.60473,0.33885,0.0,gene_restrains_maturation,accelerates,activate/agonise (preserve resting pool; inhibition risks plate exhaustion),1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,0.0,,,,,,,,,,,False,0.0,0.0,0.0,0.0,False,0.0,0.8,False,,False,False,0.81182,0.8,0.01182,
Zfp667,,False,False,0.18408,0.43885,,,0.43885,0.75,0.46507,True,False,KO_promotes_maturation,1.0,ZNF667,True,ortholog_one2one,-0.38648,-0.15383,0.58953,0.70205,1.84289,proliferative,True,False,-0.18069,resting,0.58434,resting,0.21115,True,True,,,,False,-0.01303,0.96605,-0.30265,0.14108,0.25538,0.03666,resting,2.90489,resting,4.43672,resting,2.87135,hypertrophic,2.73619,resting,3.24709,prehypertrophic,2.43476,hypertrophic,4.89987,resting,4.0,7.0,4.89987,0.42546,0.80948,-0.1537,0.99957,,,-0.7986,0.62664,0,-0.0566,ENSG00000198046,0.16381,0.07,0.0,0.6171,0.40063,0.0,gene_restrains_maturation,accelerates,activate/agonise (preserve resting pool; inhibition risks plate exhaustion),1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,0.0,,,,,,,,,,,False,0.0,0.0,0.0,0.0,False,0.0,1.2,False,,False,False,1.21181,1.2,0.01181,
Mcmbp,,False,False,-0.61647,1.12928,,,1.12928,1.0,0.27042,False,False,KO_promotes_maturation,1.0,MCMBP,True,ortholog_one2one,-0.15725,-0.28978,0.59718,0.14475,0.16205,shared,True,False,-0.12413,proliferative,0.14939,hypertrophic,0.05553,True,False,2.0,2.0,135.69897,True,-0.01234,0.92891,-0.32616,0.00051,-0.13713,0.001,proliferative,5.5232,proliferative,5.65394,proliferative,4.47189,hypertrophic,4.95388,proliferative,6.16278,proliferative,5.16066,proliferative,8.28588,proliferative,6.0,7.0,8.28588,-0.03469,0.97193,-0.03143,0.99957,1.16158,1.0,-0.33064,0.87985,0,-0.71691,ENSG00000197771,0.03555,0.07,0.31685,0.00449,0.51701,0.0,gene_restrains_maturation,accelerates,activate/agonise (preserve resting pool; inhibition risks plate exhaustion),1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,0.0,,,,,,,,,,,False,0.0,0.0,0.0,0.0,False,0.0,0.8,False,,False,False,0.81178,0.8,0.01178,
Ifi202b,,False,False,-0.06068,1.04431,,,1.04431,0.75,0.59432,False,False,KO_promotes_maturation,1.0,IFI16,False,ortholog_one2many,-0.95855,-0.30068,0.12223,0.51261,0.26386,shared,False,False,-0.65056,resting,0.08001,resting,0.31645,True,True,1.0,1.0,9.0,True,,,,,,,proliferative,0.14245,prehypertrophic,0.14549,resting,0.03702,,,proliferative,0.10152,,,,,proliferative,2.0,4.0,0.14549,0.21426,,-1.34346,,,,-0.44612,0.87985,0,-0.47007,ENSG00000163565,0.03287,0.0,0.10414,0.62563,0.20247,0.0,gene_restrains_maturation,accelerates,activate/agonise (preserve resting pool; inhibition risks plate exhaustion),1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,0.0,,,,,,,,,,,False,0.0,0.0,0.0,0.0,False,0.0,0.8,False,,False,False,0.81154,0.8,0.01154,
Hmg20a,,False,False,-0.16535,0.28868,,,0.28868,0.75,0.58692,False,False,KO_promotes_maturation,1.0,HMG20A,True,ortholog_one2one,0.24361,0.13444,0.3064,0.82863,0.71294,proliferative,True,False,0.42239,proliferative,0.04729,proliferative,0.73048,True,True,5.0,4.0,136.39794,True,-0.04801,0.47432,0.42222,0.00027,0.19767,0.00168,resting,3.80453,resting,5.2694,hypertrophic,4.37068,resting,4.00282,prehypertrophic,6.14013,proliferative,5.30374,proliferative,6.9283,resting,3.0,7.0,6.9283,-0.0754,0.95641,-0.00734,0.99957,-2.31976,1.0,0.22614,0.87989,0,0.00494,ENSG00000140382,0.00909,0.07985,0.41061,0.65916,0.32198,0.0,gene_restrains_maturation,accelerates,activate/agonise (preserve resting pool; inhibition risks plate exhaustion),1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,0.0,,,,,,,,,,,False,0.0,0.0,0.0,0.0,False,0.0,1.2,False,,False,False,1.21142,1.2,0.01142,
Pcna,,False,False,-0.58458,1.34694,,,1.34694,1.0,0.16282,False,False,KO_promotes_maturation,1.0,PCNA,True,ortholog_one2one,-0.22634,-0.09205,0.25276,0.77311,0.02986,shared,True,False,-0.03518,hypertrophic,0.09083,proliferative,0.26213,True,False,2.0,2.0,96.52288,True,-0.0184,0.82937,-0.07672,0.16833,-0.37015,0.00086,proliferative,7.14272,proliferative,6.19918,proliferative,7.55263,resting,6.19649,proliferative,7.11675,proliferative,7.24095,proliferative,8.55512,proliferative,6.0,7.0,8.55512,0.06162,0.95931,0.04664,0.99957,2.77226,1.0,0.6029,0.86826,0,-0.52536,ENSG00000132646,0.0424,0.07,0.26788,0.02123,0.5316,0.0,gene_restrains_maturation,accelerates,activate/agonise (preserve resting pool; inhibition risks plate exhaustion),1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,0.0,,,,,,,,,,,False,0.0,0.0,0.0,0.0,False,0.0,0.8,False,,False,False,0.81136,0.8,0.01136,
Crocc,,False,False,-0.0262,0.21728,,,0.21728,0.5,0.89693,False,False,KO_promotes_maturation,1.0,CROCC,True,ortholog_one2one,0.40575,-0.28906,0.05526,0.50697,2.61976,proliferative,True,False,0.24107,resting,0.9248,perichondrium,0.3993,True,False,9.0,3.0,17.69897,True,-0.02124,0.93006,-0.74759,0.00488,0.17722,0.04853,proliferative,2.8942,proliferative,1.96685,proliferative,1.7571,prehypertrophic,1.74385,proliferative,2.60959,proliferative,1.9443,,,proliferative,5.0,6.0,2.8942,-0.04351,0.98974,0.20854,0.83531,-0.07837,1.0,-0.20916,0.87989,0,0.54203,ENSG00000058453,0.00684,0.08329,0.33069,0.03234,0.52955,0.0,gene_restrains_maturation,accelerates,activate/agonise (preserve resting pool; inhibition risks plate exhaustion),1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,0.0,,,,,,,,,,,False,0.0,0.0,0.0,0.0,False,0.0,0.8,False,,False,False,0.81103,0.8,0.01103,
Arhgap8,,False,False,-0.04984,0.18065,,,0.18065,0.25,0.81032,False,False,KO_promotes_maturation,1.0,ARHGAP8,True,ortholog_one2one,-0.90765,-1.02431,0.22467,0.31271,6.74389,proliferative,True,False,-1.10689,proliferative,0.34487,proliferative,0.19498,True,True,,,,False,,,,,,,proliferative,2.39368,resting,1.88586,proliferative,1.51331,resting,2.34226,resting,1.82597,proliferative,2.56173,,,proliferative,3.0,6.0,2.56173,0.47775,0.92116,-0.67859,0.99957,,,-0.23398,0.89177,0,-0.33447,ENSG00000241484,0.00569,0.07,0.0,0.61579,0.29613,0.0,gene_restrains_maturation,accelerates,activate/agonise (preserve resting pool; inhibition risks plate exhaustion),1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,0.0,,,,,,,,,,,False,0.0,0.0,0.0,0.0,False,0.0,0.8,False,,False,False,0.81091,0.8,0.01091,
Gata4,,False,False,-0.40203,1.09399,,,1.09399,1.0,0.18832,False,False,KO_promotes_maturation,1.0,GATA4,True,ortholog_one2one,1.20168,1.08186,0.03209,0.16649,-0.64983,hypertrophic,True,True,1.68363,proliferative,1.23668,hypertrophic,0.05217,True,False,3.0,3.0,16.52288,True,-0.04039,0.89681,-0.61711,0.00056,0.01335,0.81533,resting,0.39502,proliferative,0.29858,resting,0.78222,hypertrophic,0.2747,prehypertrophic,2.20829,proliferative,1.32058,,,proliferative,2.0,6.0,2.20829,,,-0.02055,,0.09621,1.0,,,0,0.45018,ENSG00000136574,0.03444,0.3554,0.20643,0.00422,0.27256,0.0,gene_restrains_maturation,accelerates,activate/agonise (preserve resting pool; inhibition risks plate exhaustion),1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,0.0,,,,,,,,,,,False,0.0,0.0,0.0,0.0,False,0.0,0.8,False,,False,False,0.81084,0.8,0.01084,
Ccdc3,,False,False,0.0736,0.00358,,,0.0736,0.25,0.99781,False,False,KO_promotes_maturation,1.0,CCDC3,True,ortholog_one2one,-0.89739,-2.04963,0.49963,0.23476,-2.36915,hypertrophic,False,False,-1.79353,proliferative,1.14148,perichondrium,0.91416,True,False,16.0,14.0,300.0,True,-0.13727,0.56077,2.00514,0.0,0.93373,0.00327,proliferative,0.27209,resting,0.29011,hypertrophic,1.16048,resting,0.7016,proliferative,1.29753,resting,2.0676,,,resting,3.0,6.0,2.0676,-1.73496,0.05716,-1.01413,0.0,-0.7056,1.0,0.25339,0.89107,1,1.40995,ENSG00000151468,0.00232,0.0,0.75467,0.07403,0.42898,0.5,gene_restrains_maturation,accelerates,activate/agonise (preserve resting pool; inhibition risks plate exhaustion),1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,0.0,,,,,,,,,,,False,0.0,0.0,0.0,0.0,False,0.0,1.2,False,,False,False,1.21079,1.2,0.01079,
Krt79,,False,False,0.04744,0.8155,,,0.8155,0.75,0.35125,False,False,KO_promotes_maturation,1.0,KRT79,True,ortholog_one2one,0.49554,-0.26305,0.28547,0.73437,1.7572,proliferative,False,False,0.31681,proliferative,1.30079,proliferative,0.31966,True,True,,,,False,-0.06484,0.57619,2.0586,0.0,,,prehypertrophic,0.73201,prehypertrophic,0.52966,proliferative,0.55957,resting,0.55555,resting,0.41635,hypertrophic,1.10954,,,prehypertrophic,2.0,6.0,1.10954,-0.34547,,-1.5513,0.10201,,,,,0,0.84889,ENSG00000185640,0.02567,0.01623,0.0,0.62589,0.30292,0.0,gene_restrains_maturation,accelerates,activate/agonise (preserve resting pool; inhibition risks plate exhaustion),1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,0.0,,,,,,,,,,,False,0.0,0.0,0.0,0.0,False,0.0,0.8,False,,False,False,0.81062,0.8,0.01062,
